Unnamed: 0,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category,Year,Month,Day,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed
2779,Dubai,UAE,64.92,133.29,69.77,33.26,1.57,169.37,27.65,77.65,13.48,155.86385669125394,89.74959595959595,,17.84090909090909,47.51428571428571,67.79847826086956,155.86385669125394,Unhealthy,2023,7,11,18.18,9.68
2780,Sydney,Australia,87.14,15.16,17.84,49.91,4.69,55.38,-4.41,66.28,11.65,167.3367755532139,14.037037037037038,,52.900000000000006,68.47666666666666,16.830188679245282,167.3367755532139,Unhealthy,2023,2,19,9.74,10.33
2781,Beijing,China,23.86,189.91,87.08,49.6,2.54,156.93,33.24,98.96,0.89,75.73133047210301,118.27868686868686,,28.863636363636363,68.0871794871795,86.23739130434782,118.27868686868686,Poor,2023,12,14,13.4,11.58
2782,Paris,France,87.09,35.84,74.37,49.07,5.1,179.12,9.88,56.85,12.02,167.31095890410958,33.18518518518519,,57.0,67.42128205128205,72.69847826086956,167.31095890410958,Unhealthy,2023,11,3,12.84,10.48
2783,Mumbai,India,113.13,139.31,93.04,18.04,9.02,23.07,4.67,65.1,7.2,180.7562697576396,92.72919191919192,,96.2,25.77142857142857,92.58608695652174,180.7562697576396,Unhealthy,2023,5,11,17.26,9.48
2784,Sydney,Australia,31.61,168.02,88.13,10.01,4.79,119.84,24.55,29.65,19.57,92.0296137339056,107.44424242424245,,53.9,14.3,87.35586956521739,107.44424242424245,Poor,2023,7,3,14.3,9.01
2785,Cairo,Egypt,81.51,50.54,42.17,46.42,1.57,40.51,-0.01,56.53,3.05,164.42982086406744,46.7962962962963,,17.84090909090909,64.09179487179487,39.78301886792453,164.42982086406744,Unhealthy,2023,6,25,14.84,9.89
2786,London,UK,21.33,190.16,26.62,40.19,2.63,14.07,-8.78,44.95,2.39,70.4107296137339,118.40242424242425,,29.886363636363637,56.26435897435897,25.11320754716981,118.40242424242425,Poor,2023,3,23,14.73,9.93
2787,Paris,France,29.04,97.03,62.89,4.93,3.78,51.99,13.19,80.68,12.05,86.62489270386266,71.80272727272728,,42.95454545454545,7.042857142857143,60.46978260869565,86.62489270386266,Moderate,2023,8,26,15.19,8.73
2788,Mexico City,Mexico,70.73,112.75,86.09,35.67,5.52,28.6,6.61,42.21,9.7,158.86375131717597,79.58333333333334,,61.2,,85.18282608695652,158.86375131717597,Unhealthy,2023,6,27,13.43,9.45
2789,Cairo,Egypt,24.44,93.28,26.13,35.04,7.4,38.62,-1.92,55.66,17.25,76.9510729613734,69.94666666666667,,80.0,,24.650943396226413,80.0,Moderate,2023,8,17,14.81,9.39
2790,Beijing,China,113.72,160.1,30.2,14.61,9.59,63.21,13.9,39.04,19.92,181.0609062170706,103.52424242424242,,102.5206896551724,20.87142857142857,28.49056603773585,181.0609062170706,Unhealthy,2023,8,26,12.37,11.4
2791,New York,USA,37.33,36.89,61.45,46.7,9.73,105.39,19.76,51.24,3.21,105.50603015075376,34.157407407407405,,104.88620689655173,64.44358974358974,58.9358695652174,105.50603015075376,Poor,2023,4,14,13.33,7.6
2792,Johannesburg,South Africa,88.02,127.53,17.16,48.06,6.45,116.12,5.54,70.57,2.24,167.79114857744997,86.89868686868687,,70.5,66.15230769230769,16.18867924528302,167.79114857744997,Unhealthy,2023,9,19,16.13,10.02
2793,Toronto,Canada,112.7,51.09,6.65,47.18,5.23,65.22,39.82,35.93,4.07,180.53424657534248,47.30555555555556,,58.3,65.04666666666667,6.273584905660377,180.53424657534248,Unhealthy,2023,4,28,15.35,10.39
2794,Mexico City,Mexico,45.12,69.29,20.89,26.47,2.21,92.04,-0.2,30.86,10.87,124.68743718592964,58.07282828282828,,25.113636363636363,37.81428571428572,19.70754716981132,124.68743718592964,Poor,2023,3,7,14.92,10.36
2795,Mexico City,Mexico,147.31,191.53,76.74,21.16,2.09,130.2,-6.8,57.29,13.23,198.404531085353,119.08050505050504,,23.75,30.228571428571428,75.22304347826086,198.404531085353,Unhealthy,2023,2,8,17.56,9.83
2796,Madrid,Spain,117.62,64.37,24.31,37.33,0.5,84.19,27.77,36.86,2.64,183.0746048472076,55.63767676767677,,5.681818181818182,52.67102564102564,22.933962264150946,183.0746048472076,Unhealthy,2023,3,27,14.38,10.02
2797,Berlin,Germany,30.7,121.11,47.32,11.91,9.67,68.14,25.36,53.68,10.28,90.1158798283262,83.72111111111111,,103.87241379310343,17.014285714285716,44.64150943396226,103.87241379310343,Poor,2023,4,22,12.74,10.2
2798,Istanbul,Turkey,129.07,130.83,41.6,28.79,1.05,127.55,35.42,56.83,19.76,188.9866174920969,88.53202020202022,,11.931818181818182,41.12857142857143,39.24528301886792,188.9866174920969,Unhealthy,2023,11,8,16.73,11.19
2799,Seoul,South Korea,69.94,128.12,21.65,45.49,8.09,84.95,27.9,80.19,18.52,158.4558482613277,87.19070707070708,,86.9,62.92333333333333,20.42452830188679,158.4558482613277,Unhealthy,2023,7,3,17.95,10.21
2800,New York,USA,64.83,108.58,73.25,44.27,0.92,197.94,4.6,16.89,5.13,155.81738672286616,77.51939393939394,,10.454545454545457,61.390512820512825,71.50543478260869,155.81738672286616,Unhealthy,2023,12,22,15.14,9.77
2801,London,UK,97.62,66.93,66.5,20.64,9.39,193.51,29.7,77.72,17.93,172.74794520547945,56.90474747474748,,99.9,29.485714285714288,64.31521739130434,172.74794520547945,Unhealthy,2023,9,14,18.45,10.68
2802,Tokyo,Japan,26.03,188.61,10.08,28.56,9.47,124.27,-2.95,21.77,7.92,80.29484978540773,117.63525252525253,,,40.8,9.50943396226415,117.63525252525253,Poor,2023,5,9,15.57,10.61
2803,Tokyo,Japan,64.29,48.4,93.01,18.23,9.24,103.35,25.83,63.84,18.76,155.53856691253952,44.81481481481482,,98.4,26.042857142857144,92.55413043478262,155.53856691253952,Unhealthy,2023,1,15,13.34,10.8
2804,Dubai,UAE,102.89,69.27,31.28,27.41,5.94,173.23,37.65,20.35,7.37,175.4690200210748,58.06292929292929,,65.4,39.15714285714286,29.509433962264158,175.4690200210748,Unhealthy,2023,8,1,19.57,10.55
2805,London,UK,107.0,144.27,56.97,20.22,1.42,73.52,29.85,79.35,15.12,177.59114857744996,95.18414141414142,,16.136363636363637,28.88571428571429,54.16369565217392,177.59114857744996,Unhealthy,2023,5,13,16.1,10.59
2806,Seoul,South Korea,27.35,109.8,36.67,16.96,3.16,120.63,32.34,94.79,12.05,83.07081545064378,78.12323232323232,,35.90909090909091,24.22857142857143,34.59433962264151,83.07081545064378,Moderate,2023,6,24,18.07,9.89
2807,Berlin,Germany,94.94,175.48,20.9,34.52,8.38,84.69,38.88,10.91,9.56,171.36417281348787,111.13656565656564,,89.80000000000001,49.31428571428572,19.71698113207547,171.36417281348787,Unhealthy,2023,6,6,15.69,9.7
2808,New York,USA,109.25,102.67,62.33,7.45,4.07,103.96,11.25,56.74,18.55,178.75289778714438,74.59424242424242,,46.25,10.642857142857144,59.873260869565215,178.75289778714438,Unhealthy,2023,5,15,15.79,9.96
2809,Paris,France,118.7,26.02,23.84,26.79,9.36,11.93,3.91,99.44,15.94,183.6322444678609,24.09259259259259,,99.6,38.27142857142857,22.49056603773585,183.6322444678609,Unhealthy,2023,10,1,15.27,9.07
2810,Toronto,Canada,144.55,98.24,41.81,3.79,7.15,37.53,-1.7,28.19,3.04,196.9794520547945,72.40161616161616,,77.5,5.414285714285715,39.443396226415096,196.9794520547945,Unhealthy,2023,7,1,15.19,10.13
2811,Tokyo,Japan,21.42,120.92,55.61,49.47,6.1,12.57,27.26,19.37,13.2,70.60000000000001,83.62707070707071,,67.0,67.92384615384616,52.715,83.62707070707071,Moderate,2023,8,20,13.24,9.37
2812,Seoul,South Korea,77.89,39.56,6.84,15.33,0.21,48.1,28.02,88.31,17.58,162.56069546891464,36.62962962962963,,2.386363636363636,21.9,6.452830188679245,162.56069546891464,Unhealthy,2023,3,7,17.51,11.79
2813,Madrid,Spain,47.96,12.01,71.8,48.54,2.24,99.3,10.47,65.33,16.34,131.68040201005024,11.12037037037037,,25.454545454545457,66.75538461538461,69.9608695652174,131.68040201005024,Poor,2023,12,2,13.2,9.25
2814,Paris,France,71.15,160.5,8.63,5.51,7.72,155.05,-3.19,90.33,12.79,159.08061116965226,103.72222222222224,,83.19999999999999,7.871428571428571,8.141509433962264,159.08061116965226,Unhealthy,2023,3,16,15.91,10.54
2815,Dubai,UAE,40.74,107.33,41.71,1.3,0.82,166.83,14.31,45.24,7.29,113.90251256281408,76.90070707070707,,9.318181818181817,1.8571428571428568,39.34905660377358,113.90251256281408,Poor,2023,10,4,12.55,9.61
2816,Cairo,Egypt,8.69,36.18,43.99,46.48,4.79,30.31,21.34,24.05,4.84,36.208333333333336,33.5,,53.9,64.16717948717948,41.5,64.16717948717948,Moderate,2023,6,15,14.84,9.89
2817,Los Angeles,USA,8.52,37.72,52.88,5.72,2.4,186.36,32.18,21.36,12.05,35.5,34.925925925925924,,27.27272727272727,8.17142857142857,49.88679245283019,49.88679245283019,Good,2023,12,6,17.73,9.8
2818,Bangkok,Thailand,128.92,64.98,87.17,32.77,4.37,27.02,15.82,96.54,12.07,188.909167544784,55.93959595959596,,49.65909090909091,46.81428571428572,86.33326086956522,188.909167544784,Unhealthy,2023,3,21,13.32,10.64
2819,Cairo,Egypt,76.73,146.46,88.95,38.65,5.83,72.51,-1.51,68.3,13.46,161.9617492096944,96.2680808080808,,64.3,54.32948717948717,88.22934782608696,161.9617492096944,Unhealthy,2023,10,1,15.61,9.87
2820,Rio de Janeiro,Brazil,77.61,123.11,40.92,2.77,3.24,65.39,-1.19,61.49,12.66,162.41612223393045,84.7110101010101,,36.81818181818182,3.957142857142857,38.60377358490566,162.41612223393045,Unhealthy,2023,6,22,13.43,11.22
2821,Cairo,Egypt,5.8,26.33,14.66,4.32,8.8,62.4,0.72,11.7,16.92,24.166666666666668,24.37962962962963,,94.0,6.171428571428572,13.830188679245284,94.0,Moderate,2023,4,14,16.89,11.86
2822,Madrid,Spain,45.09,154.02,85.16,45.15,1.08,36.75,31.68,87.33,10.15,124.613567839196,,,12.272727272727272,62.496153846153845,84.19217391304348,124.613567839196,Poor,2023,2,17,19.28,9.85
2823,Sydney,Australia,74.24,197.63,71.22,3.85,0.68,12.1,-6.31,75.31,8.25,160.67608008429926,122.09969696969696,,7.727272727272727,5.5,69.34304347826087,160.67608008429926,Unhealthy,2023,2,21,9.74,10.33
2824,Los Angeles,USA,6.96,60.01,30.57,37.27,8.93,95.27,-4.3,86.04,11.43,29.000000000000004,53.47969696969697,,95.3,52.59564102564103,28.83962264150944,95.3,Moderate,2023,10,11,14.02,10.27
2825,Moscow,Russia,73.96,140.02,24.65,7.73,4.65,76.21,-0.1,16.91,3.8,160.53150684931506,93.08060606060609,,52.5,11.042857142857144,23.254716981132077,160.53150684931506,Unhealthy,2023,2,23,17.85,10.47
2826,Berlin,Germany,91.19,194.84,23.82,37.22,9.39,90.59,37.86,54.45,14.13,169.42792413066385,120.71878787878788,,99.9,52.532820512820514,22.471698113207548,169.42792413066385,Unhealthy,2023,3,8,16.89,10.88
2827,Istanbul,Turkey,69.21,161.36,8.99,31.8,9.23,18.93,37.53,12.91,7.14,158.07892518440462,104.1478787878788,,98.3,45.42857142857143,8.481132075471699,158.07892518440462,Unhealthy,2023,7,18,17.52,10.12
2828,Madrid,Spain,81.17,98.0,79.26,3.66,8.95,61.85,24.92,33.9,14.4,164.25426765015806,72.28282828282829,,95.5,5.228571428571429,77.90739130434784,164.25426765015806,Unhealthy,2023,7,11,13.26,10.9
2829,Mumbai,India,53.75,58.33,44.92,27.29,9.35,136.8,4.16,26.25,15.73,145.93718592964825,52.64818181818182,,99.5,38.98571428571429,42.37735849056604,145.93718592964825,Poor,2023,5,14,17.26,9.48
2830,Toronto,Canada,93.91,106.58,25.9,42.59,3.4,15.99,0.23,34.96,8.14,170.83234984193888,76.52949494949495,,38.63636363636363,59.2797435897436,24.433962264150946,170.83234984193888,Unhealthy,2023,11,27,11.82,9.76
2831,Beijing,China,101.02,107.73,19.09,14.69,9.12,89.51,-3.06,68.72,16.13,174.50347734457324,77.09868686868687,,97.2,20.985714285714284,18.00943396226415,174.50347734457324,Unhealthy,2023,10,24,10.72,11.15
2832,Rio de Janeiro,Brazil,13.31,32.99,47.03,6.73,8.7,67.24,23.95,27.37,12.31,53.54463519313305,30.546296296296298,,93.0,9.614285714285716,44.36792452830189,93.0,Moderate,2023,4,20,12.04,9.42
2833,Los Angeles,USA,112.32,25.35,65.33,31.77,4.08,149.09,-9.58,33.3,12.17,180.33804004214963,23.472222222222225,,46.36363636363636,45.385714285714286,63.06891304347826,180.33804004214963,Unhealthy,2023,6,13,17.79,9.92
2834,Sydney,Australia,112.33,152.6,69.65,20.96,7.12,168.29,39.66,57.12,11.26,180.3432033719705,99.30707070707072,,77.2,29.942857142857143,67.67065217391306,180.3432033719705,Unhealthy,2023,6,12,19.58,9.76
2835,Dubai,UAE,106.16,37.72,27.66,44.9,3.17,39.11,-4.6,23.55,11.06,177.15742887249738,34.925925925925924,,36.02272727272727,62.18205128205128,26.09433962264151,177.15742887249738,Unhealthy,2023,7,10,18.18,9.68
2836,Berlin,Germany,96.53,99.29,76.42,1.83,2.02,144.02,11.46,32.52,1.8,172.18514225500527,72.92131313131313,,22.954545454545453,2.6142857142857143,74.88217391304349,172.18514225500527,Unhealthy,2023,2,8,15.8,8.89
2837,Mumbai,India,140.71,13.88,93.16,36.6,1.54,158.19,-6.45,41.84,12.05,194.9967334035827,12.851851851851851,,17.5,51.75384615384616,92.71391304347826,194.9967334035827,Unhealthy,2023,7,4,13.77,11.16
2838,Sydney,Australia,40.08,172.18,95.54,7.93,7.96,94.59,20.45,44.3,6.59,112.27738693467336,109.50323232323233,,85.6,11.32857142857143,95.2491304347826,112.27738693467336,Poor,2023,12,14,12.67,10.42
2839,Madrid,Spain,35.84,192.0,69.62,25.33,3.04,140.4,33.92,81.37,5.18,101.83718592964824,119.31313131313132,,34.54545454545455,36.18571428571428,67.63869565217392,119.31313131313132,Poor,2023,8,23,13.65,10.28
2840,Bangkok,Thailand,17.67,77.53,37.22,10.35,6.31,95.98,9.04,68.42,7.0,62.7137339055794,62.151212121212126,,69.1,14.785714285714285,35.11320754716981,69.1,Moderate,2023,4,16,12.61,11.02
2841,Moscow,Russia,55.25,175.97,49.05,34.35,0.93,151.31,10.28,19.26,19.71,149.63065326633165,111.3790909090909,,10.568181818181818,49.07142857142858,46.27358490566038,149.63065326633165,Poor,2023,12,19,14.47,10.3
2842,Los Angeles,USA,77.58,125.34,6.18,29.49,9.54,32.57,35.54,56.4,12.8,162.40063224446786,85.81474747474748,,101.6758620689655,42.12857142857143,5.830188679245283,162.40063224446786,Unhealthy,2023,1,26,15.53,11.57
2843,Madrid,Spain,27.9,17.39,7.99,49.69,3.33,197.96,5.51,94.04,1.06,84.2274678111588,16.10185185185185,,37.84090909090909,68.2002564102564,7.537735849056604,84.2274678111588,Moderate,2023,9,23,20.11,9.33
2844,Cairo,Egypt,23.67,78.9,35.56,28.21,4.55,54.27,21.74,34.15,3.82,75.33175965665237,62.82929292929293,,51.5,40.3,33.54716981132076,75.33175965665237,Moderate,2023,12,16,15.75,9.44
2845,Paris,France,9.63,56.65,66.09,45.23,0.19,59.18,8.76,72.13,19.85,40.12500000000001,51.81666666666666,,2.159090909090909,62.59666666666666,63.87847826086957,63.87847826086957,Moderate,2023,12,19,13.86,10.5
2846,Tokyo,Japan,108.84,187.01,12.89,13.81,8.95,97.4,36.37,50.39,18.69,178.54120126448893,116.84333333333332,,95.5,19.72857142857143,12.160377358490567,178.54120126448893,Unhealthy,2023,5,1,15.57,10.61
2847,London,UK,19.19,116.91,75.83,41.69,6.26,47.89,9.73,45.15,11.17,65.91030042918456,81.64232323232324,,68.6,58.14897435897436,74.25369565217392,81.64232323232324,Moderate,2023,7,13,14.74,9.75
2848,Paris,France,19.21,101.63,23.02,35.61,8.98,29.84,1.91,93.67,6.52,65.95236051502147,74.07949494949494,,95.8,,21.71698113207547,95.8,Moderate,2023,10,14,15.27,9.07
2849,Paris,France,50.19,41.38,27.12,31.87,8.83,178.18,29.89,67.44,14.09,137.1713567839196,38.31481481481482,,94.3,45.52857142857143,25.58490566037736,137.1713567839196,Poor,2023,5,22,15.58,10.58
2850,Mumbai,India,66.66,134.53,15.88,24.73,5.41,26.09,11.9,35.7,6.75,156.7622760800843,90.36333333333334,,60.1,35.32857142857143,14.9811320754717,156.7622760800843,Unhealthy,2023,6,24,14.76,10.34
2851,Sydney,Australia,140.51,38.18,86.64,3.18,6.55,116.37,2.16,72.24,18.85,194.89346680716545,35.351851851851855,,71.5,4.542857142857144,85.76869565217392,194.89346680716545,Unhealthy,2023,5,7,16.4,9.04
2852,Mexico City,Mexico,143.15,86.86,16.97,40.34,7.2,163.89,12.23,22.85,15.32,196.2565858798736,66.7690909090909,,78.0,56.45282051282052,16.00943396226415,196.2565858798736,Unhealthy,2023,2,14,17.56,9.83
2853,Paris,France,79.91,43.08,65.39,7.21,2.24,67.2,33.97,83.28,14.83,163.6036880927292,39.888888888888886,,25.454545454545457,10.3,63.13282608695653,163.6036880927292,Unhealthy,2023,7,8,15.15,10.3
2854,Bangkok,Thailand,98.94,44.94,6.1,23.05,3.82,16.67,16.28,43.79,3.72,173.4295047418335,41.61111111111111,,43.40909090909091,32.92857142857143,5.754716981132075,173.4295047418335,Unhealthy,2023,11,27,18.46,10.36
2855,Cairo,Egypt,110.65,189.97,79.66,49.98,8.3,35.54,37.36,84.43,16.43,179.47576396206534,118.30838383838385,,89.0,68.56461538461538,78.33347826086955,179.47576396206534,Unhealthy,2023,1,28,14.81,9.3
2856,Johannesburg,South Africa,41.99,21.68,39.43,29.97,3.04,64.92,13.58,25.83,14.4,116.98040201005026,20.074074074074076,,34.54545454545455,42.81428571428572,37.19811320754717,116.98040201005026,Poor,2023,1,7,12.9,9.43
2857,Beijing,China,17.73,74.03,6.4,42.43,8.7,159.02,4.19,82.24,15.54,62.83991416309013,60.41888888888889,,93.0,59.07871794871795,6.037735849056604,93.0,Moderate,2023,9,19,14.41,10.63
2858,Sydney,Australia,104.45,77.71,79.67,37.72,9.12,26.86,-9.64,33.81,18.17,176.27449947312962,62.24030303030303,,97.2,53.16102564102564,78.34413043478261,176.27449947312962,Unhealthy,2023,4,16,17.07,9.6
2859,Dubai,UAE,81.89,144.0,67.88,27.63,1.17,85.1,-3.39,75.13,15.16,164.6260273972603,95.05050505050504,,13.295454545454543,39.47142857142857,65.78521739130434,164.6260273972603,Unhealthy,2023,4,8,13.2,11.62
2860,New York,USA,8.1,94.72,21.29,22.9,8.27,34.92,37.25,22.55,9.74,33.75,70.65939393939394,,88.69999999999999,32.714285714285715,20.08490566037736,88.69999999999999,Moderate,2023,5,14,15.79,9.96
2861,Berlin,Germany,149.47,194.56,41.29,30.76,6.26,48.64,18.81,83.44,1.71,199.51981032665964,120.58020202020202,,68.6,43.94285714285714,38.95283018867924,199.51981032665964,Unhealthy,2023,1,13,14.14,8.83
2862,Rio de Janeiro,Brazil,11.84,97.03,7.12,34.48,3.33,21.95,5.35,46.53,17.75,49.333333333333336,71.80272727272728,,37.84090909090909,49.25714285714285,6.716981132075472,71.80272727272728,Moderate,2023,12,8,17.02,11.0
2863,Johannesburg,South Africa,53.11,19.2,77.33,9.2,7.12,81.57,-9.78,78.33,2.09,144.36130653266332,17.77777777777778,,77.2,13.142857142857142,75.85152173913043,144.36130653266332,Poor,2023,9,20,16.13,10.02
2864,Moscow,Russia,131.13,61.41,68.88,22.23,9.48,90.69,31.81,66.63,6.62,190.05026343519492,54.17262626262626,,,31.75714285714286,66.85043478260869,190.05026343519492,Unhealthy,2023,5,8,14.33,11.16
2865,Rio de Janeiro,Brazil,84.5,29.31,38.84,42.69,9.16,43.79,1.9,85.95,1.12,165.9736564805058,27.13888888888889,,97.6,59.40538461538461,36.64150943396227,165.9736564805058,Unhealthy,2023,8,2,16.77,9.36
2866,Los Angeles,USA,99.79,71.98,6.62,22.41,6.49,118.81,18.69,86.03,6.71,173.86838777660697,59.404242424242426,,70.9,32.01428571428571,6.245283018867925,173.86838777660697,Unhealthy,2023,4,23,14.11,9.77
2867,New York,USA,38.74,132.5,73.24,43.87,5.32,134.63,3.81,51.1,9.51,108.97788944723618,89.35858585858585,,59.2,60.88794871794872,71.49478260869564,108.97788944723618,Poor,2023,7,1,12.59,10.39
2868,Paris,France,78.84,24.78,47.6,33.27,8.39,40.92,17.14,44.49,2.23,163.05121180189673,22.944444444444446,,89.9,47.52857142857143,44.905660377358494,163.05121180189673,Unhealthy,2023,7,20,15.15,10.3
2869,Rio de Janeiro,Brazil,49.19,92.6,96.47,37.18,5.54,39.6,11.44,10.5,1.36,134.70904522613066,69.610101010101,,61.4,52.482564102564105,96.23978260869566,134.70904522613066,Poor,2023,9,15,18.36,10.61
2870,Sydney,Australia,144.03,166.8,7.87,45.43,1.04,38.38,24.45,16.0,1.36,196.7109589041096,106.84040404040404,,11.818181818181818,62.84794871794872,7.424528301886792,196.7109589041096,Unhealthy,2023,10,28,13.51,11.58
2871,Los Angeles,USA,132.89,38.3,50.63,42.62,0.88,82.86,14.85,44.99,9.55,190.95900948366705,35.46296296296296,,10.0,59.31743589743589,47.76415094339623,190.95900948366705,Unhealthy,2023,1,6,15.53,11.57
2872,Rio de Janeiro,Brazil,99.71,133.53,6.62,44.57,6.77,30.89,21.84,73.98,12.92,173.82708113804003,89.86838383838383,,73.69999999999999,61.767435897435895,6.245283018867925,173.82708113804003,Unhealthy,2023,2,8,14.93,10.65
2873,Cairo,Egypt,141.54,51.8,53.5,29.9,1.59,66.41,3.41,13.82,16.25,195.42528977871444,47.96296296296296,,18.06818181818182,42.71428571428572,,195.42528977871444,Unhealthy,2023,12,7,15.75,9.44
2874,Sydney,Australia,12.57,190.05,83.73,32.52,6.7,164.3,-4.59,66.72,8.22,51.98841201716738,118.3479797979798,,73.0,46.45714285714286,82.66891304347827,118.3479797979798,Poor,2023,9,24,10.87,10.39
2875,Mumbai,India,83.62,145.45,71.85,17.85,2.06,80.21,-2.65,67.57,11.54,165.51928345626976,95.76818181818182,,23.40909090909091,25.500000000000004,70.0141304347826,165.51928345626976,Unhealthy,2023,5,9,17.26,9.48
2876,Rio de Janeiro,Brazil,8.99,50.01,48.6,11.95,6.14,154.99,8.66,37.81,14.97,37.458333333333336,46.30555555555556,,67.4,17.07142857142857,45.84905660377359,67.4,Moderate,2023,10,12,19.62,9.68
2877,Rio de Janeiro,Brazil,46.59,102.84,23.43,46.14,0.4,41.0,32.2,17.12,7.1,128.3070351758794,74.67838383838384,,4.545454545454546,63.74,22.10377358490566,128.3070351758794,Poor,2023,3,26,18.14,12.15
2878,Bangkok,Thailand,50.91,76.95,27.27,32.8,6.43,52.19,6.9,80.6,3.46,138.94422110552762,61.864141414141415,,70.3,46.85714285714285,25.72641509433962,138.94422110552762,Poor,2023,10,20,12.07,9.94
2879,Mexico City,Mexico,101.95,81.32,89.97,1.05,2.68,73.19,3.67,30.12,7.81,174.9836670179136,64.0270707070707,,30.454545454545457,1.5,89.31586956521738,174.9836670179136,Unhealthy,2023,6,16,13.43,9.45
