,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
1328,Seoul,South Korea,2023-01-20,54.64,75.37,56.6,1.4,1.9,92.55,15.08,13.68,13.77,148.1286432160804,Poor
1329,Rio de Janeiro,Brazil,2023-03-20,82.77,103.09,56.7,37.61,5.94,145.32,25.01,77.07,18.87,165.0804004214963,Unhealthy
1330,Istanbul,Turkey,2023-03-28,149.91,199.31,50.0,28.06,3.31,100.09,30.05,99.26,1.41,199.74699683877765,Unhealthy
1331,Istanbul,Turkey,2023-02-14,57.27,62.11,66.43,29.25,0.4,79.75,27.18,30.27,18.67,151.91390937829294,Unhealthy
1332,Cairo,Egypt,2023-01-23,129.68,65.98,75.89,25.45,2.37,40.9,29.62,41.1,14.23,189.30158061116964,Unhealthy
1333,Berlin,Germany,2023-11-15,38.21,14.69,73.77,19.03,1.43,149.98,10.02,67.52,16.99,107.67286432160805,Poor
1334,London,UK,2023-11-14,138.56,116.09,75.54,27.63,3.38,111.29,34.97,10.12,5.59,193.88661749209695,Unhealthy
1335,Berlin,Germany,2023-01-07,14.91,109.27,96.69,39.51,0.9,154.38,36.0,19.47,3.34,96.47413043478261,Moderate
1336,Berlin,Germany,2023-09-19,140.64,52.36,50.33,31.89,1.42,190.69,0.15,23.51,1.84,194.96059009483668,Unhealthy
1337,Beijing,China,2023-06-01,108.59,55.56,9.65,4.93,8.73,176.94,33.23,81.78,10.81,178.41211801896733,Unhealthy
1338,Paris,France,2023-07-09,91.35,98.28,87.29,32.11,0.15,118.73,18.49,47.92,18.4,169.51053740779767,Unhealthy
1339,Tokyo,Japan,2023-04-28,51.04,81.47,43.45,49.74,5.09,33.46,0.05,85.31,13.53,139.2643216080402,Poor
1340,Moscow,Russia,2023-08-11,136.79,130.73,43.25,20.45,4.9,140.72,36.19,20.27,15.94,192.972708113804,Unhealthy
1341,Madrid,Spain,2023-07-27,5.83,83.29,85.79,31.19,1.47,153.05,-8.16,90.97,5.55,84.86326086956522,Moderate
1342,Rio de Janeiro,Brazil,2023-05-02,109.43,34.13,81.61,32.57,0.21,82.75,21.05,97.39,4.87,178.8458377239199,Unhealthy
1343,Madrid,Spain,2023-09-27,145.76,58.35,61.41,14.64,3.43,135.77,38.62,35.38,4.74,197.60421496311906,Unhealthy
1344,Johannesburg,South Africa,2023-02-15,135.44,32.8,57.63,4.06,0.17,66.16,-3.79,25.4,19.29,192.27565858798735,Unhealthy
1345,Tokyo,Japan,2023-07-25,5.33,72.08,66.03,5.41,4.89,29.47,12.19,93.05,9.42,63.814565217391305,Moderate
1346,Bangkok,Thailand,2023-04-16,10.7,188.07,42.34,15.93,7.95,174.71,23.13,74.07,12.02,117.3679797979798,Poor
1347,Sydney,Australia,2023-08-21,14.47,191.74,74.42,5.27,8.71,23.44,24.74,91.75,7.0,119.18444444444445,Poor
1348,Cairo,Egypt,2023-08-28,84.59,81.23,67.97,18.78,6.82,99.25,36.61,99.02,10.28,166.02012644889356,Unhealthy
1349,Rio de Janeiro,Brazil,2023-05-07,133.92,33.48,16.2,36.7,1.74,187.62,-5.69,61.72,7.97,191.490832455216,Unhealthy
1350,Cairo,Egypt,2023-09-18,104.46,27.65,13.64,3.13,6.18,18.07,10.54,60.62,12.7,176.27966280295047,Unhealthy
1351,Tokyo,Japan,2023-06-13,44.08,118.82,49.62,11.23,1.66,125.88,1.53,63.37,3.23,122.12663316582915,Poor
1352,Beijing,China,2023-08-09,81.95,43.58,79.84,34.16,5.59,48.17,29.71,99.55,8.0,164.65700737618545,Unhealthy
1353,Los Angeles,USA,2023-07-05,64.99,181.5,63.08,35.25,0.9,130.24,38.8,19.52,8.59,155.9,Unhealthy
1354,Bangkok,Thailand,2023-04-28,64.18,42.24,28.87,33.82,0.56,86.54,3.77,83.7,17.36,155.48177028451002,Unhealthy
1355,Los Angeles,USA,2023-10-05,74.25,162.95,76.99,35.79,5.55,74.67,-8.97,93.47,11.07,160.68124341412013,Unhealthy
1356,Mexico City,Mexico,2023-03-24,122.25,99.35,95.9,9.24,5.24,161.85,-0.1,90.88,14.11,185.46522655426764,Unhealthy
1357,Seoul,South Korea,2023-03-04,82.98,189.67,88.56,33.02,6.34,160.07,25.35,70.61,14.89,165.18883034773447,Unhealthy
1358,Rio de Janeiro,Brazil,2023-10-10,79.83,148.13,15.77,1.56,1.38,199.41,15.88,38.29,9.67,163.56238145416228,Unhealthy
1359,Los Angeles,USA,2023-11-06,121.44,86.56,75.21,22.26,7.46,57.85,7.54,85.14,4.37,185.04699683877766,Unhealthy
1360,Johannesburg,South Africa,2023-03-04,123.62,23.73,39.83,41.3,5.5,173.85,2.18,44.43,10.72,186.17260273972602,Unhealthy
1361,Madrid,Spain,2023-03-26,51.53,85.55,54.62,1.37,4.54,13.61,26.96,78.42,17.0,140.47085427135679,Poor
1362,Dubai,UAE,2023-07-23,18.47,45.06,18.54,18.0,2.26,24.28,31.92,83.77,1.86,64.3961373390558,Moderate
1363,Los Angeles,USA,2023-05-21,118.99,135.33,77.81,3.22,3.68,171.01,-7.23,15.97,19.41,183.78198103266595,Unhealthy
1364,Berlin,Germany,2023-09-13,78.79,10.47,74.77,24.9,1.53,151.11,28.58,24.12,18.93,163.0253951527924,Unhealthy
1365,Sydney,Australia,2023-07-26,132.42,182.43,73.3,33.52,9.39,161.66,-7.08,17.86,17.64,190.71633298208639,Unhealthy
1366,Tokyo,Japan,2023-11-15,38.58,105.67,95.06,39.28,7.89,20.85,27.08,95.89,6.19,108.58391959798995,Poor
1367,Berlin,Germany,2023-04-22,72.79,141.84,77.06,39.28,0.83,76.7,-2.87,27.6,1.8,159.92739726027398,Unhealthy
1368,Dubai,UAE,2023-03-19,149.55,157.39,38.41,1.92,1.37,125.2,0.93,23.22,14.05,199.56111696522657,Unhealthy
1369,Beijing,China,2023-04-01,132.64,168.25,13.72,2.52,7.69,58.2,6.06,11.75,18.02,190.82992623814542,Unhealthy
1370,Rio de Janeiro,Brazil,2023-03-15,120.63,20.97,7.55,9.83,4.81,115.69,12.44,74.14,10.55,184.62876712328767,Unhealthy
1371,Johannesburg,South Africa,2023-08-06,5.02,67.31,95.31,27.88,0.49,157.86,-6.51,65.29,14.27,95.00413043478261,Moderate
1372,Beijing,China,2023-07-14,91.38,91.91,87.97,5.1,1.54,76.66,0.77,40.1,13.87,169.52602739726026,Unhealthy
1373,Cairo,Egypt,2023-11-20,57.33,141.95,18.17,37.32,6.81,184.8,-7.07,32.94,0.9,151.94488935721813,Unhealthy
1374,Johannesburg,South Africa,2023-04-28,75.17,77.62,91.82,35.39,2.92,126.47,20.72,64.65,18.45,161.15626975763962,Unhealthy
1375,Rio de Janeiro,Brazil,2023-02-02,131.01,160.2,46.8,6.16,4.64,188.29,-1.97,98.11,1.36,189.98830347734457,Unhealthy
1376,London,UK,2023-03-17,149.92,20.57,15.99,8.28,8.14,62.76,23.64,33.09,5.02,199.75216016859852,Unhealthy
1377,Berlin,Germany,2023-06-28,69.46,108.53,57.25,27.97,9.86,149.74,24.66,26.45,13.9,158.20800842992622,Unhealthy
1378,Johannesburg,South Africa,2023-10-04,16.79,12.77,80.52,17.19,5.81,132.55,38.98,92.03,15.94,79.24956521739131,Moderate
1379,Sydney,Australia,2023-12-01,112.67,108.11,74.08,9.16,2.76,128.82,17.22,47.86,10.13,180.51875658587988,Unhealthy
1380,Dubai,UAE,2023-01-13,93.75,101.7,69.65,12.48,5.21,78.76,-3.06,55.99,4.34,170.74973656480506,Unhealthy
1381,Beijing,China,2023-09-03,107.12,24.35,77.52,37.64,9.27,154.54,8.04,60.74,16.66,177.6531085353003,Unhealthy
1382,Bangkok,Thailand,2023-05-25,60.06,193.26,17.16,48.13,9.88,21.52,35.75,11.0,1.13,153.35447839831403,Unhealthy
1383,Paris,France,2023-03-16,46.99,170.71,47.22,28.4,5.91,126.78,-4.51,79.61,1.0,129.29195979899498,Poor
1384,Mexico City,Mexico,2023-07-22,25.1,50.42,23.82,17.54,6.47,29.79,34.86,41.15,13.74,78.33905579399142,Moderate
1385,Paris,France,2023-02-05,136.73,198.73,94.41,37.9,8.18,187.01,31.69,73.09,19.93,192.94172813487882,Unhealthy
1386,Tokyo,Japan,2023-02-06,130.18,69.13,27.06,18.74,9.49,99.26,32.75,90.89,2.65,189.55974710221287,Unhealthy
1387,Mumbai,India,2023-11-13,50.27,114.71,60.56,21.8,3.56,58.38,37.23,32.97,6.56,137.36834170854272,Poor
1388,Sydney,Australia,2023-04-08,62.76,29.99,81.55,27.87,4.17,58.52,7.81,30.91,12.4,154.7485774499473,Unhealthy
1389,Toronto,Canada,2023-02-28,7.19,165.62,46.37,29.77,7.81,99.91,8.12,55.09,4.63,106.25636363636364,Poor
1390,Mumbai,India,2023-09-18,43.97,190.82,93.08,40.42,8.73,151.99,2.75,19.47,12.24,121.85577889447237,Poor
1391,Paris,France,2023-12-24,127.01,25.98,7.93,14.69,8.39,91.11,5.51,28.97,12.08,187.92297154899896,Unhealthy
1392,Dubai,UAE,2023-01-07,141.39,128.93,35.03,12.23,4.35,158.69,30.07,18.87,2.83,195.34783983140147,Unhealthy
1393,Cairo,Egypt,2023-10-10,115.79,173.97,77.99,48.91,3.86,113.12,4.71,85.75,4.21,182.12971548998948,Unhealthy
1394,Paris,France,2023-03-09,84.92,71.46,89.19,39.36,2.62,181.14,21.68,43.41,7.22,166.1905163329821,Unhealthy
1395,Tokyo,Japan,2023-11-28,42.72,39.03,70.33,37.51,6.77,183.92,6.5,28.97,14.88,118.77788944723618,Poor
1396,Beijing,China,2023-07-03,119.23,187.8,41.14,31.42,9.95,55.37,24.42,79.99,6.7,183.9059009483667,Unhealthy
1397,Paris,France,2023-05-25,53.8,82.59,84.86,39.72,2.25,194.54,19.03,89.58,11.36,146.0603015075377,Poor
1398,Bangkok,Thailand,2023-03-19,54.08,164.49,89.75,1.59,7.51,10.82,4.44,42.5,7.36,146.74974874371858,Poor
1399,Moscow,Russia,2023-01-04,81.31,62.56,40.54,46.76,8.69,102.4,21.34,77.0,7.08,164.32655426765015,Unhealthy
1400,Mumbai,India,2023-12-01,97.67,163.55,56.7,44.62,7.24,69.44,3.87,89.57,15.53,172.77376185458377,Unhealthy
1401,Tokyo,Japan,2023-05-06,106.07,23.61,77.04,5.17,1.6,10.93,29.3,97.41,13.54,177.1109589041096,Unhealthy
1402,Cairo,Egypt,2023-02-05,143.64,127.84,11.95,11.85,3.56,104.11,9.55,41.84,6.19,196.5095890410959,Unhealthy
1403,Madrid,Spain,2023-05-24,139.66,177.54,96.18,27.71,3.62,79.36,3.37,54.42,14.25,194.454583772392,Unhealthy
1404,Mexico City,Mexico,2023-07-23,79.03,154.86,79.9,48.06,0.79,197.25,27.11,85.47,17.21,163.14931506849314,Unhealthy
1405,Mumbai,India,2023-04-08,43.97,161.41,94.88,25.22,0.96,110.01,27.01,85.8,8.27,121.85577889447237,Poor
1406,Sydney,Australia,2023-12-02,67.37,163.13,91.99,13.66,2.46,187.31,-3.36,66.33,2.41,157.12887249736565,Unhealthy
1407,Paris,France,2023-07-11,88.38,167.64,66.24,6.72,8.73,124.83,27.4,53.26,7.73,167.97702845100105,Unhealthy
1408,Beijing,China,2023-09-28,111.84,177.35,5.96,43.56,6.43,85.36,23.27,74.84,15.74,180.09020021074815,Unhealthy
1409,Bangkok,Thailand,2023-07-19,97.82,81.96,34.17,35.14,4.78,173.14,4.46,87.74,5.15,172.85121180189674,Unhealthy
1410,Rio de Janeiro,Brazil,2023-02-04,20.15,19.08,77.43,37.66,1.38,178.49,15.27,23.97,8.93,75.95804347826088,Moderate
1411,Toronto,Canada,2023-05-25,118.27,14.44,58.67,4.21,6.53,103.54,-3.29,57.03,11.58,183.41022128556375,Unhealthy
1412,Seoul,South Korea,2023-02-20,112.36,106.42,54.99,24.85,1.36,44.18,-8.54,64.34,1.93,180.3586933614331,Unhealthy
1413,Mumbai,India,2023-05-12,46.6,118.7,87.64,18.84,9.75,86.82,14.27,27.44,5.8,128.3316582914573,Poor
1414,Cairo,Egypt,2023-06-18,113.15,115.77,68.88,24.56,9.18,147.96,32.94,79.43,4.93,180.76659641728136,Unhealthy
1415,Johannesburg,South Africa,2023-09-23,88.58,149.13,57.88,28.71,1.96,88.45,10.78,26.45,14.48,168.08029504741833,Unhealthy
1416,Cairo,Egypt,2023-09-28,100.18,91.87,29.63,18.81,0.94,126.12,19.03,68.08,10.95,174.06975763962066,Unhealthy
1417,Tokyo,Japan,2023-07-08,79.81,85.87,73.02,42.5,1.35,164.58,19.39,24.29,10.8,163.55205479452056,Unhealthy
1418,Toronto,Canada,2023-05-15,27.33,27.58,22.98,38.89,0.8,144.19,31.53,58.39,7.13,83.02875536480687,Moderate
1419,Johannesburg,South Africa,2023-10-07,132.92,118.86,73.31,33.94,7.75,117.12,24.4,85.3,5.31,190.9744994731296,Unhealthy
1420,Sydney,Australia,2023-06-13,47.73,34.33,26.94,32.45,7.66,34.27,24.68,48.99,2.4,131.11407035175878,Poor
1421,Dubai,UAE,2023-11-25,140.5,190.83,34.97,39.68,9.59,99.55,4.85,90.88,8.5,194.88830347734458,Unhealthy
1422,Paris,France,2023-05-24,6.57,14.97,37.15,21.73,6.05,165.54,-9.08,10.95,8.68,66.5,Moderate
1423,Rio de Janeiro,Brazil,2023-06-01,65.33,82.34,69.0,2.19,9.84,174.12,3.37,63.39,8.84,156.0755532139094,Unhealthy
1424,Istanbul,Turkey,2023-04-22,93.84,34.19,79.49,44.54,5.18,183.62,10.58,30.48,14.45,170.79620653319284,Unhealthy
1425,Madrid,Spain,2023-06-26,141.68,43.15,86.92,5.01,9.58,137.93,9.36,33.11,14.35,195.49757639620654,Unhealthy
1426,Moscow,Russia,2023-12-04,28.56,107.91,63.14,34.44,4.36,188.74,15.11,78.32,3.53,85.61545064377682,Moderate
1427,Istanbul,Turkey,2023-08-07,92.45,14.43,19.86,12.07,4.09,111.27,37.07,39.45,13.84,170.07850368809272,Unhealthy
1428,Sydney,Australia,2023-08-26,119.29,34.86,93.11,20.66,7.48,29.78,25.94,29.23,2.12,183.9368809272919,Unhealthy
1429,Beijing,China,2023-03-06,85.0,110.26,23.84,11.73,0.97,81.14,2.25,18.88,10.96,166.231822971549,Unhealthy
1430,Mexico City,Mexico,2023-05-12,131.09,36.62,56.77,11.01,3.84,105.76,18.65,99.6,3.04,190.02961011591148,Unhealthy
1431,Beijing,China,2023-03-22,23.7,173.37,52.61,15.17,2.96,125.32,6.98,35.69,1.59,110.09222222222222,Poor
1432,Bangkok,Thailand,2023-04-14,32.16,16.54,45.5,28.18,7.72,92.47,23.66,12.98,8.95,93.1862660944206,Moderate
1433,Tokyo,Japan,2023-01-11,27.93,157.9,60.72,49.44,1.73,185.9,-8.03,77.33,15.42,102.43535353535354,Poor
1434,Cairo,Egypt,2023-08-13,68.96,40.4,11.18,18.54,2.83,102.52,27.08,85.48,6.15,157.94984193888303,Unhealthy
1435,Beijing,China,2023-10-17,101.72,193.65,75.25,36.11,6.95,95.07,-7.46,39.8,16.54,174.86491043203372,Unhealthy
1436,Istanbul,Turkey,2023-07-01,54.46,145.6,52.89,33.5,6.08,36.15,6.4,36.75,10.13,147.6854271356784,Poor
1437,Berlin,Germany,2023-01-20,46.45,47.95,22.98,24.23,2.67,99.4,4.19,37.21,13.9,127.96231155778895,Poor
1438,Istanbul,Turkey,2023-10-27,20.97,152.92,28.24,10.92,1.26,40.09,10.85,65.63,6.57,99.46545454545455,Moderate
1439,Cairo,Egypt,2023-04-25,14.06,16.59,9.03,11.89,9.16,167.53,32.51,63.11,8.63,97.6,Moderate
1440,Moscow,Russia,2023-09-18,110.68,157.8,12.16,17.36,2.55,89.79,13.47,38.16,1.46,179.49125395152794,Unhealthy
1441,Mumbai,India,2023-06-03,37.55,12.43,5.37,15.89,7.31,44.88,2.3,42.51,13.17,106.04773869346732,Poor
1442,Bangkok,Thailand,2023-09-20,124.54,45.96,45.66,14.08,6.59,155.85,13.77,89.83,16.07,186.64762908324553,Unhealthy
1443,Sydney,Australia,2023-09-11,101.56,80.52,90.83,43.48,8.99,31.87,-5.72,42.51,17.64,174.7822971548999,Unhealthy
1444,Johannesburg,South Africa,2023-12-22,63.68,136.14,74.55,30.18,1.71,44.81,16.44,85.77,3.71,155.2236037934668,Unhealthy
1445,Seoul,South Korea,2023-10-19,109.42,46.59,80.09,35.92,6.35,146.76,27.58,58.72,10.72,178.84067439409904,Unhealthy
1446,Madrid,Spain,2023-10-20,32.96,144.76,65.85,16.43,2.68,128.52,11.29,33.97,13.33,95.42666666666666,Moderate
1447,Berlin,Germany,2023-02-20,71.9,80.05,79.62,40.46,6.9,185.84,38.18,64.11,8.46,159.46786090621708,Unhealthy
1448,Mexico City,Mexico,2023-01-12,44.36,54.77,23.51,20.94,9.15,54.72,20.55,84.4,0.86,122.81608040201004,Poor
1449,Rio de Janeiro,Brazil,2023-04-14,81.17,74.48,82.95,18.22,5.61,28.71,9.21,85.66,17.9,164.25426765015806,Unhealthy
1450,Mumbai,India,2023-04-04,92.97,56.57,12.48,39.9,6.68,187.4,15.39,92.17,15.62,170.34699683877767,Unhealthy
1451,Rio de Janeiro,Brazil,2023-10-13,135.59,152.18,80.08,41.9,7.42,157.19,-9.44,38.57,2.25,192.35310853530032,Unhealthy
1452,Seoul,South Korea,2023-09-03,108.45,150.62,26.54,33.42,3.66,26.07,-8.85,28.52,7.85,178.33983140147524,Unhealthy
1453,Dubai,UAE,2023-01-25,41.9,70.82,80.77,22.07,8.63,97.38,36.46,66.36,14.05,116.75879396984925,Poor
1454,Los Angeles,USA,2023-11-12,49.99,180.29,26.01,13.75,7.9,156.41,29.89,48.5,2.21,136.67889447236183,Poor
1455,Johannesburg,South Africa,2023-11-21,49.26,128.21,62.2,1.29,8.63,156.88,-0.27,32.09,11.76,134.88140703517587,Poor
1456,Madrid,Spain,2023-12-06,48.41,90.08,30.52,3.27,9.58,92.79,4.96,29.27,17.85,132.78844221105527,Poor
1457,London,UK,2023-10-23,10.47,24.16,47.09,16.26,9.48,23.32,34.95,52.44,19.34,44.424528301886795,Good
1458,Cairo,Egypt,2023-02-12,45.19,59.25,8.83,29.95,7.7,86.56,2.93,27.61,16.63,124.85979899497487,Poor
1459,Johannesburg,South Africa,2023-11-18,19.28,64.74,98.86,33.91,6.59,110.99,-2.66,60.11,19.71,98.78565217391304,Moderate
1460,Los Angeles,USA,2023-10-15,9.86,157.51,97.75,20.33,5.34,43.91,-5.11,97.68,7.85,102.24232323232323,Poor
1461,Tokyo,Japan,2023-10-06,54.71,122.26,7.26,33.85,7.41,13.02,10.92,59.82,7.99,148.30100502512562,Poor
1462,Cairo,Egypt,2023-06-23,54.89,91.81,26.77,42.68,6.51,71.0,15.94,64.6,10.68,148.74422110552763,Poor
1463,Berlin,Germany,2023-04-17,33.26,85.2,68.16,48.63,5.94,194.49,9.15,48.35,15.57,95.49957081545065,Moderate
1464,Mexico City,Mexico,2023-03-16,30.07,98.19,82.7,7.18,6.44,179.82,23.62,92.79,5.34,88.79098712446353,Moderate
1465,Sydney,Australia,2023-12-19,54.86,51.85,77.44,15.79,1.85,137.25,18.41,77.36,3.58,148.67035175879397,Poor
1466,Paris,France,2023-09-06,51.51,184.92,29.08,41.52,4.18,64.67,16.57,14.2,12.75,140.421608040201,Poor
1467,Los Angeles,USA,2023-01-25,73.82,69.93,29.96,26.07,5.91,162.92,38.41,88.23,4.84,160.45922023182297,Unhealthy
1468,Los Angeles,USA,2023-11-25,148.96,189.43,21.4,36.78,3.83,118.17,-4.69,68.41,12.74,199.2564805057956,Unhealthy
1469,Mumbai,India,2023-03-27,70.29,55.34,80.26,13.7,7.82,74.57,-4.75,14.3,17.33,158.63656480505796,Unhealthy
1470,Paris,France,2023-09-15,112.57,194.79,85.83,6.21,2.73,134.58,10.78,96.91,13.37,180.46712328767123,Unhealthy
1471,Moscow,Russia,2023-02-25,22.13,11.47,71.59,46.64,6.1,34.82,-2.95,96.13,10.72,72.0931330472103,Moderate
1472,New York,USA,2023-12-21,130.03,78.72,17.15,29.72,2.88,60.28,7.41,30.04,17.76,189.4822971548999,Unhealthy
1473,Mumbai,India,2023-07-13,85.5,19.89,43.24,22.77,5.55,52.21,20.09,44.03,14.81,166.4899894625922,Unhealthy
1474,Toronto,Canada,2023-02-15,70.1,148.1,73.82,40.65,3.78,128.55,38.57,64.95,0.88,158.53846153846155,Unhealthy
1475,Tokyo,Japan,2023-08-26,46.14,192.82,61.9,38.41,6.07,101.84,21.62,17.61,2.36,127.19899497487438,Poor
1476,Rio de Janeiro,Brazil,2023-09-15,43.37,70.88,65.72,44.08,6.58,178.68,25.65,36.05,14.93,120.37839195979899,Poor
1477,Dubai,UAE,2023-12-09,10.61,131.28,73.86,2.37,6.78,115.99,-7.44,18.75,6.39,88.75474747474748,Moderate
1478,Beijing,China,2023-01-13,74.26,162.1,76.71,22.36,6.5,10.04,16.71,86.93,18.52,160.686406743941,Unhealthy
1479,Rio de Janeiro,Brazil,2023-09-02,91.44,76.78,38.09,21.45,7.82,92.04,11.45,58.41,15.46,169.55700737618545,Unhealthy
1480,Berlin,Germany,2023-04-18,132.37,68.78,64.88,15.05,2.08,25.05,30.93,59.43,12.14,190.6905163329821,Unhealthy
1481,Los Angeles,USA,2023-01-06,17.22,41.13,93.67,16.96,3.25,72.37,15.88,15.04,2.43,93.25717391304349,Moderate
1482,Dubai,UAE,2023-04-19,55.56,195.33,86.68,37.68,5.98,175.37,19.12,12.07,12.68,151.0309799789252,Unhealthy
1483,Seoul,South Korea,2023-02-03,30.07,186.88,6.42,5.0,0.67,60.8,25.12,54.04,17.51,116.77898989898989,Poor
1484,Mexico City,Mexico,2023-10-10,77.47,63.93,30.11,8.77,0.78,167.48,29.74,45.6,11.98,162.34383561643835,Unhealthy
1485,Rio de Janeiro,Brazil,2023-01-02,87.74,152.86,6.42,46.4,8.3,37.71,7.21,64.05,5.08,167.64657534246575,Unhealthy
1486,Johannesburg,South Africa,2023-11-23,48.33,20.04,66.01,10.39,4.54,147.88,10.52,80.77,15.58,132.59145728643216,Poor
1487,London,UK,2023-08-28,138.95,178.92,53.15,5.0,2.0,160.46,-8.42,57.02,8.61,194.08798735511064,Unhealthy
1488,Mumbai,India,2023-07-19,25.04,25.67,92.23,13.21,5.21,138.1,11.81,60.44,4.15,91.72326086956522,Moderate
1489,Johannesburg,South Africa,2023-06-28,65.42,121.41,12.34,16.66,7.39,67.4,4.44,61.48,0.91,156.12202318229714,Unhealthy
1490,New York,USA,2023-09-23,60.56,98.74,6.12,1.47,4.7,112.58,9.45,42.0,8.63,153.61264488935723,Unhealthy
1491,Berlin,Germany,2023-12-26,128.26,91.79,44.2,13.7,1.22,190.85,4.21,10.43,6.0,188.56838777660695,Unhealthy
1492,Los Angeles,USA,2023-11-17,139.17,194.01,44.62,6.44,9.29,151.63,23.41,61.08,14.89,194.20158061116965,Unhealthy
1493,Beijing,China,2023-08-15,94.69,23.73,20.59,39.48,2.66,155.29,14.27,29.23,18.91,171.23508956796627,Unhealthy
1494,Johannesburg,South Africa,2023-11-14,32.23,194.24,43.97,9.66,9.04,76.68,-7.12,76.83,5.73,120.4218181818182,Poor
1495,Rio de Janeiro,Brazil,2023-07-27,11.72,113.74,32.09,7.6,8.58,113.97,1.48,32.61,19.78,91.8,Moderate
1496,Madrid,Spain,2023-09-05,53.34,30.58,30.89,7.8,9.04,157.86,18.83,72.92,13.34,144.92763819095478,Poor
1497,Toronto,Canada,2023-10-21,33.39,59.24,7.36,24.89,2.0,87.79,32.74,47.67,5.16,95.77296137339056,Moderate
1498,Seoul,South Korea,2023-09-17,61.46,175.77,18.61,1.0,1.41,14.17,31.5,23.06,13.43,154.077344573235,Unhealthy
1499,Los Angeles,USA,2023-04-13,17.98,60.36,8.17,49.44,6.41,116.31,13.39,81.26,6.21,70.1,Moderate
1500,Mumbai,India,2023-01-09,101.58,78.03,30.44,4.11,1.11,192.05,-5.12,52.85,4.16,174.79262381454163,Unhealthy
1501,Tokyo,Japan,2023-11-19,41.98,57.65,34.62,22.36,5.33,160.85,15.51,35.73,10.97,116.95577889447236,Poor
1502,New York,USA,2023-08-21,130.71,29.34,70.09,26.77,8.54,168.05,12.68,81.02,9.32,189.83340358271866,Unhealthy
1503,Dubai,UAE,2023-12-12,118.85,178.97,26.86,12.99,1.83,139.57,30.3,44.17,10.94,183.70969441517386,Unhealthy
1504,Tokyo,Japan,2023-10-11,103.63,31.91,94.61,23.65,2.47,111.07,24.08,67.28,8.78,175.85110642781876,Unhealthy
1505,Rio de Janeiro,Brazil,2023-04-22,82.35,90.7,89.15,20.74,1.91,196.81,-4.73,13.06,12.78,164.86354056902002,Unhealthy
1506,Mexico City,Mexico,2023-07-15,143.9,131.99,61.54,1.05,0.74,36.13,13.76,14.88,0.53,196.64383561643837,Unhealthy
1507,Berlin,Germany,2023-07-18,104.9,55.8,78.86,39.69,2.14,107.14,2.7,65.38,9.73,176.5068493150685,Unhealthy
1508,Dubai,UAE,2023-09-13,89.88,79.37,90.12,49.57,0.24,172.14,16.3,28.58,3.79,168.75152792413067,Unhealthy
1509,Sydney,Australia,2023-12-17,135.97,57.67,50.72,42.81,5.53,144.49,39.45,10.65,4.21,192.54931506849314,Unhealthy
1510,Dubai,UAE,2023-11-10,136.05,54.18,23.38,12.23,6.52,138.05,19.47,87.37,14.45,192.59062170706008,Unhealthy
1511,Mumbai,India,2023-05-08,48.67,83.67,74.91,18.07,5.78,124.0,36.15,74.6,16.86,133.42864321608042,Poor
1512,Madrid,Spain,2023-08-07,100.53,70.13,48.72,35.18,2.82,129.38,5.83,98.28,8.23,174.2504741833509,Unhealthy
1513,Dubai,UAE,2023-06-13,6.23,72.92,54.0,4.16,4.94,85.8,-9.78,20.96,10.37,59.86949494949495,Moderate
1514,Istanbul,Turkey,2023-05-09,117.54,50.04,16.41,41.72,1.17,94.94,6.89,30.78,4.93,183.03329820864067,Unhealthy
1515,London,UK,2023-12-08,101.17,102.54,82.82,35.56,5.01,32.91,21.04,26.52,12.57,174.5809272918862,Unhealthy
1516,Los Angeles,USA,2023-01-26,29.41,104.17,16.3,43.05,7.3,193.3,33.07,24.47,7.54,87.4030042918455,Moderate
1517,Seoul,South Korea,2023-07-06,68.51,57.65,70.28,36.36,7.17,189.39,-5.55,12.07,12.64,157.71749209694414,Unhealthy
1518,Sydney,Australia,2023-11-27,62.4,163.59,69.33,41.71,4.27,187.05,27.57,66.85,12.22,154.5626975763962,Unhealthy
1519,Dubai,UAE,2023-01-25,43.05,101.37,70.8,43.73,4.69,193.16,31.45,39.74,16.51,119.59045226130652,Poor
1520,New York,USA,2023-01-19,32.43,66.64,76.52,21.62,6.69,50.16,8.84,61.13,2.66,93.7540772532189,Moderate
1521,Cairo,Egypt,2023-05-04,54.72,176.86,92.55,43.2,3.36,41.95,9.05,37.73,2.77,148.32562814070351,Poor
1522,Beijing,China,2023-12-13,46.69,77.28,42.01,49.06,4.52,186.29,24.46,68.4,15.35,128.55326633165828,Poor
1523,London,UK,2023-06-16,90.2,73.98,27.95,21.71,5.24,107.5,32.59,65.91,4.4,168.91675447839833,Unhealthy
1524,Berlin,Germany,2023-08-21,75.95,187.3,95.78,32.14,6.16,196.17,30.57,61.93,9.44,161.559009483667,Unhealthy
1525,Los Angeles,USA,2023-10-01,49.39,114.29,59.27,21.62,4.66,108.21,27.92,65.76,2.89,135.20150753768846,Poor
1526,Moscow,Russia,2023-04-17,132.2,129.64,65.5,28.44,7.86,104.95,7.09,29.15,8.25,190.60273972602738,Unhealthy
1527,Seoul,South Korea,2023-09-16,48.05,100.48,46.28,34.83,0.73,47.61,-4.65,10.57,2.96,131.90201005025125,Poor
