City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
Toronto,Canada,2023-09-09,11.17,83.87,50.33,35.74,7.72,31.11,5.22,86.25,5.81,168,Dangerous
Moscow,Russia,2023-08-20,101.01,186.04,11.88,22.91,6.36,11.07,-0.51,60.37,11.02,404,Dangerous
Beijing,China,2023-08-18,140.94,69.25,71.03,34.65,2.26,30.53,31.91,20.28,17.85,564,Dangerous
Beijing,China,2023-03-12,26.76,168.49,40.46,6.77,0.95,126.19,30.54,71.13,9.0,337,Dangerous
Istanbul,Turkey,2023-03-06,55.38,156.58,73.19,29.72,5.79,82.23,15.43,16.36,0.6,313,Dangerous
Madrid,Spain,2023-11-09,32.9,58.1,75.59,12.36,9.74,64.37,-6.73,13.66,8.0,132,Unhealthy
London,UK,2023-11-23,43.77,154.97,54.89,33.6,4.75,123.43,-7.86,42.31,4.93,310,Dangerous
Mexico City,Mexico,2023-03-14,85.47,20.05,13.61,38.31,4.35,72.56,20.41,41.97,9.01,342,Dangerous
Bangkok,Thailand,2023-01-18,130.77,162.96,6.73,20.4,8.37,21.07,-9.1,95.47,9.47,523,Dangerous
Berlin,Germany,2023-04-14,122.6,127.86,86.4,6.96,4.37,83.32,-0.75,65.71,6.58,490,Dangerous
Sydney,Australia,2023-12-13,118.24,65.8,91.68,42.26,2.46,193.0,7.68,61.93,15.57,473,Dangerous
Seoul,South Korea,2023-04-10,107.3,171.15,85.51,34.17,5.58,14.01,-0.73,91.25,18.62,429,Dangerous
Paris,France,2023-06-05,109.92,195.51,46.22,49.08,6.57,145.55,6.66,32.24,1.44,440,Dangerous
Rio de Janeiro,Brazil,2023-07-22,56.41,56.01,25.46,6.21,0.92,150.95,-2.87,84.06,11.39,226,Dangerous
Rio de Janeiro,Brazil,2023-12-07,9.33,156.79,91.44,21.32,9.88,105.7,-1.28,92.17,18.35,314,Dangerous
Dubai,UAE,2023-03-17,112.9,92.8,50.24,46.05,3.22,95.85,21.04,52.1,12.72,452,Dangerous
Berlin,Germany,2023-02-20,97.67,10.19,89.37,8.15,3.31,70.57,5.42,75.38,1.21,391,Dangerous
Rio de Janeiro,Brazil,2023-09-05,101.53,141.3,86.27,25.01,7.59,103.42,38.3,64.48,17.56,406,Dangerous
Rio de Janeiro,Brazil,2023-05-15,30.96,74.73,39.7,11.1,5.79,127.9,10.97,97.21,13.33,149,Unhealthy
Seoul,South Korea,2023-03-12,108.87,49.07,29.84,26.07,3.48,153.83,14.87,30.3,8.05,435,Dangerous
Los Angeles,USA,2023-04-11,42.34,52.54,12.16,24.96,2.27,69.68,16.2,76.07,7.92,169,Dangerous
Madrid,Spain,2023-07-23,47.8,59.56,11.1,44.2,7.68,25.95,-4.92,39.25,12.17,191,Dangerous
Madrid,Spain,2023-10-18,60.66,73.97,25.68,46.96,9.73,57.82,4.01,18.04,14.95,243,Dangerous
Berlin,Germany,2023-08-15,64.32,16.03,46.51,49.9,2.5,145.6,30.39,34.77,14.0,257,Dangerous
Mumbai,India,2023-10-04,60.42,82.66,20.72,28.59,9.65,47.68,21.54,16.43,16.77,242,Dangerous
Sydney,Australia,2023-03-05,13.71,68.13,38.98,24.38,1.9,27.1,19.19,93.18,7.8,136,Unhealthy
New York,USA,2023-01-28,37.32,137.91,70.67,1.04,2.87,54.77,31.16,75.64,1.24,276,Dangerous
Toronto,Canada,2023-06-24,25.17,108.34,70.32,32.62,6.6,47.09,5.24,39.98,4.93,217,Dangerous
Madrid,Spain,2023-03-24,125.78,93.36,40.93,36.56,6.31,148.7,7.08,24.55,18.95,503,Dangerous
Beijing,China,2023-02-27,19.17,51.96,8.72,3.34,5.69,60.02,19.14,70.37,1.98,104,Unhealthy
Sydney,Australia,2023-03-11,48.2,104.19,60.34,1.91,2.01,12.97,-1.25,62.73,3.53,208,Dangerous
New York,USA,2023-11-12,84.74,64.26,99.55,23.39,6.59,100.03,18.82,88.01,12.18,339,Dangerous
Beijing,China,2023-10-15,116.2,128.35,65.68,11.06,7.72,187.43,-2.21,25.59,5.54,465,Dangerous
Istanbul,Turkey,2023-04-04,124.14,169.43,88.04,37.23,0.32,198.02,20.27,58.24,15.4,497,Dangerous
Berlin,Germany,2023-12-23,96.52,81.12,60.75,37.73,5.69,193.3,36.0,66.15,3.31,386,Dangerous
Paris,France,2023-12-01,99.81,15.85,33.18,13.92,6.03,101.25,12.28,31.08,18.57,399,Dangerous
Moscow,Russia,2023-10-21,17.81,195.93,26.2,7.94,3.32,186.15,9.3,96.63,15.11,392,Dangerous
Berlin,Germany,2023-10-05,44.17,166.86,22.57,21.11,3.75,134.3,-0.34,53.84,9.81,334,Dangerous
Rio de Janeiro,Brazil,2023-05-08,149.42,62.05,22.61,40.12,9.18,137.1,36.71,18.87,8.66,598,Dangerous
Madrid,Spain,2023-07-15,21.4,52.29,5.51,39.11,7.38,192.38,6.74,22.67,7.67,105,Unhealthy
Beijing,China,2023-10-11,106.36,149.97,58.21,14.24,1.82,47.65,2.33,33.9,13.99,425,Dangerous
Dubai,UAE,2023-08-12,149.54,80.01,18.46,23.25,7.01,33.91,27.64,87.92,11.1,598,Dangerous
Istanbul,Turkey,2023-12-25,72.38,47.3,61.11,14.12,3.99,41.76,1.19,53.73,7.9,290,Dangerous
Paris,France,2023-04-23,44.76,196.75,43.76,38.62,9.29,173.49,21.76,21.34,5.82,394,Dangerous
Bangkok,Thailand,2023-02-15,67.98,179.21,26.47,48.81,4.34,86.59,37.43,32.65,10.06,358,Dangerous
Mumbai,India,2023-10-01,101.48,80.42,33.74,43.17,4.97,138.63,25.02,94.52,16.52,406,Dangerous
Berlin,Germany,2023-04-17,120.46,111.13,11.51,5.63,4.11,14.09,23.69,89.79,10.84,482,Dangerous
Paris,France,2023-01-16,70.05,19.62,30.27,47.42,7.92,147.87,-9.35,37.57,6.96,280,Dangerous
Bangkok,Thailand,2023-02-20,120.82,167.55,55.17,21.42,1.37,33.06,19.57,44.06,10.17,483,Dangerous
Bangkok,Thailand,2023-04-03,133.72,100.11,42.74,34.53,0.36,14.38,-9.94,47.7,13.31,535,Dangerous
London,UK,2023-11-26,15.55,116.39,25.11,23.67,6.61,45.62,2.03,17.14,0.83,233,Dangerous
New York,USA,2023-10-26,79.01,138.87,66.58,35.56,5.06,122.94,31.2,31.32,10.08,316,Dangerous
Bangkok,Thailand,2023-08-09,48.84,98.63,63.94,10.51,1.23,144.69,5.86,58.53,9.13,197,Dangerous
Madrid,Spain,2023-07-08,131.74,43.72,85.87,38.42,8.11,76.06,11.07,53.22,8.22,527,Dangerous
London,UK,2023-10-09,140.98,39.52,28.86,31.57,5.82,165.82,3.24,74.19,4.38,564,Dangerous
Toronto,Canada,2023-06-27,143.43,175.19,34.83,40.29,7.47,99.79,1.7,16.44,10.53,574,Dangerous
Los Angeles,USA,2023-12-25,53.04,88.06,42.49,30.6,1.54,54.11,6.11,75.7,16.93,212,Dangerous
Los Angeles,USA,2023-08-07,138.07,136.63,43.32,33.22,6.41,73.1,2.99,12.46,14.27,552,Dangerous
Madrid,Spain,2023-07-14,7.77,178.13,78.4,49.19,9.65,162.17,6.65,44.9,8.57,356,Dangerous
Beijing,China,2023-07-02,108.53,179.31,81.54,45.55,6.12,192.88,-1.29,80.49,7.35,434,Dangerous
Rio de Janeiro,Brazil,2023-02-04,94.27,198.95,10.33,6.13,6.95,149.66,20.26,25.09,12.99,398,Dangerous
Mumbai,India,2023-03-07,66.13,158.83,75.07,38.32,0.5,46.56,13.02,31.99,18.59,318,Dangerous
Moscow,Russia,2023-03-09,107.26,43.64,89.89,37.6,6.44,178.73,3.18,41.52,0.96,429,Dangerous
Seoul,South Korea,2023-08-28,144.85,86.72,71.64,3.9,3.49,163.04,28.09,64.4,17.22,579,Dangerous
Johannesburg,South Africa,2023-10-06,31.41,199.65,57.91,16.38,3.08,173.83,-1.88,72.41,14.92,399,Dangerous
Bangkok,Thailand,2023-01-11,112.54,101.35,37.89,6.42,1.08,70.88,-0.65,50.95,11.69,450,Dangerous
Los Angeles,USA,2023-05-07,45.28,67.0,34.02,12.27,2.37,75.47,18.71,96.82,19.69,181,Dangerous
Beijing,China,2023-06-09,121.31,79.14,13.58,27.1,4.03,12.93,30.44,52.44,5.18,485,Dangerous
Moscow,Russia,2023-11-18,70.93,78.53,30.59,20.88,7.61,23.77,21.97,43.01,13.71,284,Dangerous
Seoul,South Korea,2023-03-27,91.95,60.65,24.96,11.68,6.98,200.0,20.82,19.91,16.67,368,Dangerous
Cairo,Egypt,2023-10-14,42.94,188.97,16.58,39.2,8.41,120.49,10.19,73.91,4.88,378,Dangerous
Seoul,South Korea,2023-07-25,33.46,152.04,10.03,42.91,3.64,122.49,21.96,77.7,3.17,304,Dangerous
Bangkok,Thailand,2023-07-05,17.15,96.96,76.3,24.08,7.04,50.91,23.13,60.43,14.8,194,Dangerous
Dubai,UAE,2023-02-27,144.03,162.57,31.55,38.2,5.31,158.08,23.66,11.02,16.52,576,Dangerous
Beijing,China,2023-12-04,149.51,195.17,47.52,13.28,6.95,159.58,25.89,20.94,14.59,598,Dangerous
Los Angeles,USA,2023-01-03,111.12,154.11,36.36,34.95,0.16,179.17,3.81,56.05,18.9,444,Dangerous
Johannesburg,South Africa,2023-02-10,5.69,41.5,98.97,14.43,0.87,33.82,11.73,84.88,2.95,83,Poor
Mumbai,India,2023-06-14,81.66,26.14,90.35,18.21,0.54,98.62,1.77,34.0,14.26,327,Dangerous
Seoul,South Korea,2023-06-04,71.56,93.34,36.05,42.91,7.73,116.79,35.56,99.66,15.65,286,Dangerous
Rio de Janeiro,Brazil,2023-06-22,41.34,176.51,88.45,47.1,6.5,46.65,34.09,28.56,12.65,353,Dangerous
Los Angeles,USA,2023-09-16,9.75,42.4,67.52,20.84,6.05,58.87,7.3,38.06,12.6,85,Poor
Paris,France,2023-01-18,89.94,36.0,85.19,28.98,4.88,63.21,-5.87,61.62,17.43,360,Dangerous
Sydney,Australia,2023-10-16,75.08,143.93,72.88,3.42,0.71,129.62,11.17,40.3,16.94,300,Dangerous
Rio de Janeiro,Brazil,2023-03-27,88.88,57.26,29.74,25.86,3.49,29.06,22.85,52.89,10.27,356,Dangerous
Dubai,UAE,2023-05-23,106.34,106.45,92.53,21.45,4.55,114.42,24.95,33.39,19.79,425,Dangerous
Mumbai,India,2023-06-25,17.3,192.62,75.78,7.39,1.44,171.78,-3.64,67.7,12.57,385,Dangerous
Paris,France,2023-01-22,124.44,54.92,26.89,1.71,6.13,170.42,13.84,62.06,2.97,498,Dangerous
Bangkok,Thailand,2023-12-24,94.65,126.04,13.73,16.56,1.14,129.05,5.37,39.27,9.54,379,Dangerous
Seoul,South Korea,2023-12-01,118.83,25.46,37.58,48.74,6.02,114.66,0.95,92.08,6.11,475,Dangerous
Cairo,Egypt,2023-12-02,56.41,153.01,62.52,18.13,3.85,101.08,21.38,57.05,18.89,306,Dangerous
Moscow,Russia,2023-08-04,123.33,151.0,26.27,1.64,6.73,91.97,4.17,60.64,2.74,493,Dangerous
Mumbai,India,2023-10-14,64.0,46.86,85.6,27.58,3.85,193.55,9.22,34.58,4.45,256,Dangerous
Los Angeles,USA,2023-05-25,49.44,129.53,28.63,26.63,8.18,64.35,21.11,60.31,3.09,259,Dangerous
Paris,France,2023-08-09,68.36,80.36,72.46,22.56,0.38,29.96,10.15,65.36,4.41,273,Dangerous
Toronto,Canada,2023-09-21,61.09,58.82,53.25,26.97,6.25,186.31,39.74,17.54,4.05,244,Dangerous
London,UK,2023-04-04,59.49,170.31,36.76,45.62,2.68,181.73,-2.89,80.32,7.45,341,Dangerous
Beijing,China,2023-01-19,61.95,72.63,33.56,33.42,6.5,75.46,24.68,39.7,7.98,248,Dangerous
Beijing,China,2023-07-19,121.61,184.06,79.31,18.33,2.14,21.4,22.38,85.9,6.5,486,Dangerous
Bangkok,Thailand,2023-09-09,40.54,186.0,91.01,40.41,7.34,197.56,37.49,84.18,16.66,372,Dangerous
Mexico City,Mexico,2023-11-07,144.69,186.1,90.23,38.61,8.44,96.5,-5.43,65.57,15.63,579,Dangerous
Bangkok,Thailand,2023-05-27,19.65,11.52,72.19,7.43,7.76,148.17,25.93,51.99,15.8,79,Poor
Johannesburg,South Africa,2023-11-23,43.33,171.61,86.8,3.59,7.03,19.24,28.29,12.66,11.18,343,Dangerous
Madrid,Spain,2023-03-01,100.23,18.78,84.92,45.87,4.84,41.84,5.76,57.96,3.63,401,Dangerous
Istanbul,Turkey,2023-03-01,95.34,50.75,96.9,34.29,7.08,83.66,35.14,63.31,11.77,381,Dangerous
Seoul,South Korea,2023-08-22,107.47,160.86,69.97,1.73,6.97,67.84,25.0,53.92,3.43,430,Dangerous
Madrid,Spain,2023-09-10,13.1,187.59,14.72,39.76,9.26,192.35,29.2,69.81,8.93,375,Dangerous
Tokyo,Japan,2023-05-18,23.26,125.81,85.47,15.35,1.36,119.1,24.4,56.73,4.37,252,Dangerous
Moscow,Russia,2023-01-23,104.35,35.07,58.32,47.73,9.09,117.21,30.3,49.34,17.05,417,Dangerous
New York,USA,2023-10-23,98.72,124.81,27.46,10.27,9.28,122.03,12.55,78.49,9.19,395,Dangerous
Seoul,South Korea,2023-02-15,6.65,40.87,42.0,29.3,4.74,107.21,18.18,74.04,1.96,82,Poor
Madrid,Spain,2023-10-22,22.26,161.39,10.83,7.12,2.17,61.3,16.39,97.63,15.3,323,Dangerous
New York,USA,2023-06-13,93.47,68.57,45.84,27.31,1.02,196.66,-3.22,94.43,4.27,374,Dangerous
Berlin,Germany,2023-10-05,147.65,176.96,15.09,36.79,2.76,138.76,12.19,75.8,9.49,591,Dangerous
Seoul,South Korea,2023-06-05,110.58,191.53,20.69,6.49,2.08,117.72,33.61,93.64,2.35,442,Dangerous
Berlin,Germany,2023-10-21,41.78,80.09,32.14,37.54,7.41,107.29,11.09,15.41,17.72,167,Dangerous
Mexico City,Mexico,2023-01-02,18.64,131.72,8.31,15.23,4.52,78.8,13.57,53.97,19.28,263,Dangerous
London,UK,2023-07-27,74.79,105.78,36.93,49.58,3.65,90.75,13.83,94.0,5.76,299,Dangerous
Dubai,UAE,2023-01-16,86.09,21.11,57.14,35.93,7.78,68.62,12.81,47.33,11.86,344,Dangerous
Paris,France,2023-02-26,42.33,128.48,56.89,21.61,4.57,188.25,24.75,72.44,5.01,257,Dangerous
Dubai,UAE,2023-07-04,101.97,147.99,97.15,35.29,8.78,129.08,14.28,66.89,6.69,408,Dangerous
Sydney,Australia,2023-08-07,52.81,101.02,32.7,21.4,8.51,129.04,-7.95,66.96,11.45,211,Dangerous
Moscow,Russia,2023-11-12,65.39,19.98,74.93,45.59,6.91,61.6,31.4,60.34,8.39,262,Dangerous
Paris,France,2023-05-18,80.95,34.52,45.18,3.46,4.58,31.53,31.59,14.61,5.67,324,Dangerous
Madrid,Spain,2023-10-16,102.05,147.76,20.17,8.09,8.81,50.97,37.22,80.94,0.93,408,Dangerous
Rio de Janeiro,Brazil,2023-08-22,51.21,132.3,50.2,17.43,8.38,115.23,19.78,74.18,5.25,265,Dangerous
Mexico City,Mexico,2023-07-04,21.15,49.87,76.0,41.42,5.8,114.67,29.0,29.87,18.7,100,Unhealthy
New York,USA,2023-01-20,103.64,199.26,91.64,15.19,8.45,102.04,-4.54,55.94,3.61,415,Dangerous
Los Angeles,USA,2023-09-23,11.78,168.99,8.79,24.07,8.91,41.48,29.29,23.83,11.19,338,Dangerous
Sydney,Australia,2023-10-28,119.0,43.16,22.28,40.99,6.68,126.08,31.49,98.52,10.47,476,Dangerous
Beijing,China,2023-07-20,105.5,197.25,96.25,27.76,9.21,38.54,2.52,80.07,11.94,422,Dangerous
London,UK,2023-03-11,100.17,159.02,7.32,27.77,1.98,72.99,34.15,91.58,1.35,401,Dangerous
Mumbai,India,2023-10-12,57.79,177.85,33.44,43.52,0.55,91.37,13.89,73.56,8.52,356,Dangerous
Beijing,China,2023-02-03,137.13,76.76,90.92,14.6,6.91,84.78,8.38,75.55,9.77,549,Dangerous
Berlin,Germany,2023-08-14,32.76,51.15,62.96,35.9,6.53,58.38,1.82,28.67,6.75,131,Unhealthy
Rio de Janeiro,Brazil,2023-07-05,149.6,125.79,63.38,21.04,6.38,74.34,10.46,91.24,11.2,598,Dangerous
New York,USA,2023-10-13,129.62,65.41,16.4,18.45,9.46,126.64,4.86,51.46,6.28,518,Dangerous
Istanbul,Turkey,2023-03-19,31.36,196.17,87.11,24.96,6.38,119.76,20.63,77.46,6.03,392,Dangerous
Moscow,Russia,2023-01-17,65.55,195.45,37.42,33.19,7.82,72.05,8.74,91.97,13.88,391,Dangerous
Madrid,Spain,2023-12-28,17.09,28.02,64.5,8.51,0.83,60.06,-9.42,84.99,14.36,68,Poor
Rio de Janeiro,Brazil,2023-01-10,9.33,82.81,44.32,4.01,6.33,129.28,14.83,23.34,8.49,166,Dangerous
London,UK,2023-03-22,142.34,169.4,58.42,30.56,1.42,159.69,21.53,91.82,3.86,569,Dangerous
Mumbai,India,2023-08-08,147.05,10.07,72.29,11.16,5.05,75.13,22.47,64.25,6.98,588,Dangerous
Madrid,Spain,2023-07-18,56.21,57.72,21.11,3.28,3.74,24.82,22.76,62.8,7.62,225,Dangerous
London,UK,2023-06-18,68.27,62.4,72.83,47.55,2.22,45.79,23.47,21.06,18.1,273,Dangerous
Madrid,Spain,2023-03-21,61.03,35.57,9.67,46.63,8.89,99.19,11.24,64.73,2.34,244,Dangerous
Beijing,China,2023-08-13,13.64,49.63,36.91,7.84,5.72,108.85,35.32,20.74,7.4,99,Poor
Johannesburg,South Africa,2023-06-19,50.36,57.88,38.52,12.46,2.5,44.89,-0.08,74.75,16.24,201,Dangerous
Cairo,Egypt,2023-03-12,64.23,73.48,6.42,44.98,8.14,173.55,39.87,62.56,12.11,257,Dangerous
Toronto,Canada,2023-08-13,139.78,62.94,38.9,25.03,8.56,181.03,21.0,92.83,14.9,559,Dangerous
Berlin,Germany,2023-04-04,139.54,63.87,34.94,12.12,7.5,175.58,18.88,29.76,5.7,558,Dangerous
Beijing,China,2023-08-04,74.64,95.49,63.28,35.67,6.95,172.6,5.93,41.77,9.61,299,Dangerous
Sydney,Australia,2023-08-28,136.01,91.74,7.45,24.02,9.19,99.55,24.94,11.09,15.1,544,Dangerous
Sydney,Australia,2023-05-19,8.69,186.98,41.7,38.25,3.79,106.48,36.51,90.55,9.37,374,Dangerous
Istanbul,Turkey,2023-03-13,10.37,59.16,39.62,25.4,3.09,165.34,5.83,36.7,14.02,118,Unhealthy
Rio de Janeiro,Brazil,2023-03-26,44.2,184.7,66.66,3.43,8.85,176.38,0.36,76.35,2.14,369,Dangerous
Seoul,South Korea,2023-03-01,147.1,197.79,84.05,21.9,2.99,97.65,-2.95,38.47,6.43,588,Dangerous
Mexico City,Mexico,2023-08-22,108.42,128.88,5.61,33.48,9.05,184.89,-3.69,43.09,6.35,434,Dangerous
Paris,France,2023-06-28,135.98,161.27,6.05,26.67,2.73,83.79,4.54,40.36,7.45,544,Dangerous
Toronto,Canada,2023-10-11,49.97,66.55,45.48,24.03,9.39,131.83,-0.88,27.94,3.52,200,Dangerous
Los Angeles,USA,2023-01-07,25.79,168.75,45.33,49.89,7.74,181.44,-3.94,94.56,3.34,338,Dangerous
Moscow,Russia,2023-06-12,90.98,12.5,70.5,19.07,2.04,163.99,5.09,16.75,8.23,364,Dangerous
Johannesburg,South Africa,2023-03-23,17.75,114.69,6.26,30.8,6.28,141.73,15.8,53.49,2.8,229,Dangerous
Seoul,South Korea,2023-02-10,9.01,146.61,59.49,42.87,8.11,175.86,13.59,90.78,8.38,293,Dangerous
Rio de Janeiro,Brazil,2023-02-27,26.07,83.21,8.38,6.25,9.89,19.27,-6.81,30.09,14.49,166,Dangerous
Cairo,Egypt,2023-03-22,111.74,134.81,10.24,24.0,4.55,165.38,28.84,42.37,10.7,447,Dangerous
Dubai,UAE,2023-12-24,60.68,199.93,45.26,39.26,9.4,44.7,-1.99,95.8,10.37,400,Dangerous
Seoul,South Korea,2023-10-11,65.16,14.65,98.67,29.61,6.21,150.38,16.05,18.01,11.95,261,Dangerous
Dubai,UAE,2023-10-20,143.86,102.0,66.77,36.32,4.01,146.11,21.74,94.8,19.48,575,Dangerous
Los Angeles,USA,2023-06-06,17.09,125.78,98.93,8.63,3.2,193.3,-8.53,85.98,2.37,252,Dangerous
Beijing,China,2023-09-15,130.65,171.28,23.94,36.07,6.73,63.53,23.09,93.19,8.2,523,Dangerous
London,UK,2023-11-01,58.95,31.93,8.12,27.0,5.59,183.03,25.11,96.09,1.85,236,Dangerous
Dubai,UAE,2023-04-27,142.5,27.32,92.13,40.83,0.77,196.55,12.7,92.65,11.88,570,Dangerous
Toronto,Canada,2023-03-19,79.94,132.3,19.48,24.96,1.75,150.76,1.73,46.94,15.41,320,Dangerous
Madrid,Spain,2023-06-23,71.53,132.15,77.86,20.47,4.37,194.24,21.93,10.13,8.34,286,Dangerous
Bangkok,Thailand,2023-07-25,69.22,199.42,47.98,37.77,4.24,91.26,6.19,87.54,4.11,399,Dangerous
Madrid,Spain,2023-06-17,71.36,144.59,7.2,6.5,5.82,139.54,13.58,38.08,5.25,289,Dangerous
Tokyo,Japan,2023-07-28,115.74,91.07,96.96,14.24,5.72,80.27,10.75,26.48,13.26,463,Dangerous
Tokyo,Japan,2023-08-24,36.01,25.95,83.73,22.15,6.59,54.51,16.33,96.66,6.32,144,Unhealthy
Sydney,Australia,2023-11-05,12.15,197.82,45.32,46.9,8.89,172.94,11.3,19.75,4.15,396,Dangerous
Toronto,Canada,2023-08-17,58.54,178.07,81.97,9.71,3.39,14.83,36.15,82.44,4.48,356,Dangerous
Mumbai,India,2023-02-13,102.27,119.73,28.11,25.09,6.07,29.31,36.37,20.59,0.52,409,Dangerous
Beijing,China,2023-01-28,23.79,160.96,92.4,22.63,5.0,58.02,-3.43,63.71,7.52,322,Dangerous
Cairo,Egypt,2023-04-26,147.63,23.37,40.78,48.56,5.05,83.04,35.62,20.05,18.91,591,Dangerous
Mumbai,India,2023-07-17,27.21,123.21,21.48,30.13,3.77,46.47,12.45,75.59,4.6,246,Dangerous
Johannesburg,South Africa,2023-04-18,5.13,165.2,57.51,2.52,8.2,91.79,-6.4,39.77,4.93,330,Dangerous
Berlin,Germany,2023-12-09,112.61,24.96,42.49,19.13,3.2,42.44,15.53,45.7,17.84,450,Dangerous
Istanbul,Turkey,2023-11-12,79.32,21.01,50.85,25.12,0.41,24.59,-7.25,40.23,10.25,317,Dangerous
Paris,France,2023-04-12,55.89,195.76,55.97,26.72,5.67,112.13,1.74,69.58,5.6,392,Dangerous
Johannesburg,South Africa,2023-11-13,113.76,172.89,72.22,15.7,2.78,191.62,4.72,27.83,13.91,455,Dangerous
Bangkok,Thailand,2023-03-08,47.8,120.22,66.81,14.54,3.69,143.88,18.44,87.0,10.32,240,Dangerous
Cairo,Egypt,2023-11-09,54.26,49.04,17.8,29.61,3.52,20.31,-1.36,15.91,18.21,217,Dangerous
Bangkok,Thailand,2023-04-07,138.13,98.36,56.98,46.26,5.81,17.66,-6.39,78.33,10.37,553,Dangerous
Seoul,South Korea,2023-12-07,125.38,14.67,23.07,48.66,2.26,89.2,8.63,12.3,10.35,502,Dangerous
London,UK,2023-01-26,98.9,59.88,89.19,48.2,7.56,181.31,36.33,74.54,14.29,396,Dangerous
Mumbai,India,2023-11-01,38.72,198.04,45.01,42.7,6.76,29.83,-6.88,55.87,5.69,396,Dangerous
Los Angeles,USA,2023-04-03,11.22,139.38,34.46,9.39,4.39,112.66,23.27,88.69,15.56,279,Dangerous
Bangkok,Thailand,2023-06-25,77.06,114.31,24.99,45.8,8.55,64.48,-1.39,27.47,6.25,308,Dangerous
Rio de Janeiro,Brazil,2023-07-03,146.57,23.79,10.32,15.4,4.17,132.45,31.36,60.22,7.59,586,Dangerous
Rio de Janeiro,Brazil,2023-12-23,32.16,35.82,72.96,46.58,7.62,142.93,19.93,15.99,13.46,129,Unhealthy
Beijing,China,2023-04-25,18.3,17.77,28.21,6.92,2.64,74.2,25.4,29.17,5.38,73,Poor
London,UK,2023-06-14,106.64,77.42,73.89,26.52,5.88,144.74,31.44,24.79,8.23,427,Dangerous
Toronto,Canada,2023-11-25,10.09,91.01,81.47,32.19,1.78,164.19,20.73,76.51,12.69,182,Dangerous
Dubai,UAE,2023-02-04,81.65,175.41,51.14,10.14,8.19,176.0,37.66,54.57,10.08,351,Dangerous
Madrid,Spain,2023-03-04,103.84,104.79,8.46,41.69,4.31,122.29,20.0,28.53,9.73,415,Dangerous
Seoul,South Korea,2023-12-21,80.35,188.53,15.93,2.77,8.0,181.66,36.5,74.56,3.71,377,Dangerous
Toronto,Canada,2023-03-11,145.07,178.89,26.6,45.43,8.37,16.07,14.18,16.21,10.21,580,Dangerous
Madrid,Spain,2023-01-01,90.72,148.22,42.08,4.61,1.1,107.96,22.02,53.61,4.28,363,Dangerous
Mexico City,Mexico,2023-09-09,25.81,25.15,15.55,31.16,1.23,46.07,7.15,62.44,19.34,103,Unhealthy
Tokyo,Japan,2023-05-10,61.48,108.66,28.4,39.05,6.06,18.16,9.83,15.49,17.83,246,Dangerous
Los Angeles,USA,2023-05-14,8.98,19.68,52.24,16.8,6.36,97.73,27.59,11.74,10.18,39,Moderate
Rio de Janeiro,Brazil,2023-11-22,19.03,54.33,16.77,34.0,3.49,118.77,1.02,82.67,3.57,109,Unhealthy
Los Angeles,USA,2023-04-05,46.83,82.24,62.76,40.16,1.14,42.77,34.36,30.19,15.4,187,Dangerous
Mexico City,Mexico,2023-06-15,56.62,94.19,89.15,27.13,5.62,195.37,-3.82,54.8,3.02,226,Dangerous
Mumbai,India,2023-07-09,113.29,117.12,76.29,7.17,4.68,185.09,19.51,71.81,19.64,453,Dangerous
New York,USA,2023-03-08,145.88,134.49,82.44,38.83,1.19,78.61,16.84,22.87,7.27,584,Dangerous
Mumbai,India,2023-02-19,123.24,133.18,34.97,24.7,2.1,79.1,-3.55,36.72,9.5,493,Dangerous
Sydney,Australia,2023-03-25,45.49,56.93,11.18,17.21,8.42,37.71,27.43,38.86,7.65,182,Dangerous
Moscow,Russia,2023-06-01,112.11,33.67,21.2,9.03,8.99,46.75,21.29,14.66,9.48,448,Dangerous
London,UK,2023-04-01,32.21,144.32,91.41,28.18,0.73,135.94,36.7,25.27,4.51,289,Dangerous
Cairo,Egypt,2023-09-11,74.67,142.01,43.83,41.64,4.85,168.14,2.66,80.26,7.99,299,Dangerous
Johannesburg,South Africa,2023-04-21,68.9,10.15,85.19,47.6,9.15,169.61,-8.03,79.55,14.59,276,Dangerous
Johannesburg,South Africa,2023-12-07,10.81,21.09,56.84,31.76,9.07,53.07,4.0,91.25,11.32,43,Moderate
Bangkok,Thailand,2023-06-26,140.12,33.97,93.11,46.39,8.85,117.49,-6.55,79.07,6.53,560,Dangerous
Madrid,Spain,2023-02-11,110.2,75.67,48.05,18.79,8.58,111.53,11.2,49.37,3.42,441,Dangerous
Mumbai,India,2023-05-28,109.61,33.82,70.73,24.07,7.64,75.79,6.16,39.26,15.98,438,Dangerous
Berlin,Germany,2023-08-15,144.98,135.13,29.85,27.12,8.91,169.06,-0.5,92.31,15.7,580,Dangerous
Mexico City,Mexico,2023-08-22,45.65,18.14,65.38,32.3,3.24,11.26,1.75,20.3,8.35,183,Dangerous
Berlin,Germany,2023-01-18,57.25,132.81,18.69,24.56,1.24,67.16,39.96,37.93,6.18,266,Dangerous
London,UK,2023-09-21,42.47,87.18,64.68,41.01,4.26,95.86,7.17,59.08,17.07,174,Dangerous
Cairo,Egypt,2023-05-05,18.14,131.12,44.02,37.68,2.39,44.96,34.19,12.13,13.4,262,Dangerous
